Город,Штат,Округ,Индекс,Телефонный код,Часовой пояс,Широта,Долгота
Irving,TX,Dallas,75063,972,CST,32.9186,-96.9714
Irvington,NY,Westchester,10533,914,EST,41.0378,-73.856
Irvington,VA,Lancaster,22480,804,EST,37.6647,-76.4151
Irvington,NJ,Essex,7111,973,EST,40.7251,-74.2309
Irvington,AL,Mobile,36544,251,CST,30.4794,-88.2298
Irvington,KY,Breckinridge,40146,270,CST,37.8741,-86.2955
Irvington,IL,Washington,62848,618,CST,38.4373,-89.1622
Irvona,PA,Clearfield,16656,814,EST,40.8292,-78.5665
Irwin,OH,Union,43029,740,EST,40.09,-83.4544
Irwin,IA,Shelby,51446,712,CST,41.7914,-95.2073
Irwin,ID,Bonneville,83428,208,MST,43.4082,-111.293
Irwinton,GA,Wilkinson,31042,478,EST,32.8081,-83.1727
Irwinville,GA,Irwin,31760,229,EST,31.6564,-83.4102
Isaban,WV,McDowell,24846,304,EST,37.53,-81.8883
Isabel,KS,Barber,67065,620,CST,37.4276,-98.5194
Isabel,SD,Dewey,57633,605,MST,45.3963,-101.428
Isabela,PR,Isabela,662,787,EST+1,18.4998,-67.0229
Isabella,PA,Fayette,15447,724,EST,39.9439,-79.9364
Isabella,MN,Lake,55607,218,CST,47.6266,-91.3959
Isabella,OK,Major,73747,580,CST,36.2356,-98.3402
Isabella,MO,Ozark,65676,417,CST,36.5795,-92.6054
Isanti,MN,Isanti,55040,763,CST,45.4897,-93.2531
Iselin,NJ,Middlesex,8830,732,EST,40.5718,-74.3174
Ishpeming,MI,Marquette,49849,906,EST,46.5227,-87.6898
Ishpeming,MI,Marquette,49865,906,EST,46.4886,-87.6675
Isla Verde,PR,San Juan,913,787,EST+1,18.4509,-66.0448
Islamorada,FL,Monroe,33036,305,EST,24.9229,-80.6319
Island,KY,McLean,42350,270,CST,37.4479,-87.1687
Island City,KY,Owsley,41338,606,EST,37.3899,-83.7175
Island Falls,ME,Aroostook,4747,207,EST,46.0293,-68.2698
Island Grove,FL,Alachua,32654,352,EST,29.5881,-82.1263
Island Heights,NJ,Ocean,8732,732,EST,39.9977,-74.1201
Island Lake,IL,Lake,60042,847,CST,42.2789,-88.2099
Island Park,NY,Nassau,11558,516,EST,40.6045,-73.6546
Island Park,ID,Fremont,83429,208,MST,44.4578,-111.345
Island Park,ID,Fremont,83433,208,MST,44.4244,-111.37
Island Pond,VT,Essex,5846,802,EST,44.7963,-71.8556
Islandton,SC,Colleton,29929,843,EST,32.9509,-80.8866
Isle,MN,Mille Lacs,56342,320,CST,46.1965,-93.4899
Isle la Motte,VT,Grand Isle,5463,802,EST,44.8695,-73.3415
Isle of Palms,SC,Charleston,29451,843,EST,32.7951,-79.7683
Isle of Springs,ME,Lincoln,4549,207,EST,43.8975,-69.6272
Isle of Wight,VA,Isle of Wight,23397,757,EST,36.8548,-76.721
Isle Saint George,OH,Ottawa,43436,419,EST,41.7118,-82.8168
Islesboro,ME,Waldo,4848,207,EST,44.3058,-68.9213
Islesford,ME,Hancock,4646,207,EST,44.26,-68.2263
Isleta,NM,Bernalillo,87022,505,MST,34.9207,-106.7
Isleton,CA,Sacramento,95641,916,PST,38.1439,-121.595
Islip,NY,Suffolk,11751,631,EST,40.7336,-73.2149
Islip Terrace,NY,Suffolk,11752,631,EST,40.7536,-73.1835
Ismay,MT,Custer,59336,406,MST,46.4982,-104.789
Isola,MS,Humphreys,38754,662,CST,33.2598,-90.5934
Isom,KY,Letcher,41824,606,EST,37.1924,-82.9082
Isonville,KY,Elliott,41149,606,EST,38.0627,-83.04
Issaquah,WA,King,98027,425,PST,47.5311,-122.068
Issaquah,WA,King,98029,425,PST,47.5582,-122.004
Issaquah,WA,King,98075,425,PST,47.6419,-122.079
Issue,MD,Charles,20645,301,EST,38.2999,-76.8647
Istachatta,FL,Hernando,34636,352,EST,28.6584,-82.2746
Italy,TX,Ellis,76651,972,CST,32.1821,-96.8865
Itasca,TX,Hill,76055,254,CST,32.1587,-97.1467
Itasca,IL,Du Page,60143,630,CST,41.9722,-88.018
Ithaca,NY,Tompkins,14850,607,EST,42.4055,-76.5195
Ithaca,NY,Tompkins,14851,607,EST,42.4483,-76.5041
Ithaca,NY,Tompkins,14852,607,EST,42.5047,-76.4712
Ithaca,NY,Tompkins,14853,607,EST,42.441,-76.4868
Ithaca,MI,Gratiot,48847,989,EST,43.2735,-84.5911
Ithaca,NE,Saunders,68033,402,CST,41.1613,-96.5389
Itmann,WV,Wyoming,24847,304,EST,37.5733,-81.4183
Itta Bena,MS,Leflore,38941,662,CST,33.4798,-90.3391
Iuka,MS,Tishomingo,38852,662,CST,34.8272,-88.2165
Iuka,KS,Pratt,67066,620,CST,37.7572,-98.7383
Iuka,IL,Marion,62849,618,CST,38.6157,-88.7898
Iva,SC,Anderson,29655,864,EST,34.3103,-82.6681
Ivan,AR,Dallas,71748,870,CST,33.9093,-92.4421
Ivanhoe,VA,Wythe,24350,276,EST,36.8193,-81.006
Ivanhoe,NC,Sampson,28447,910,EST,34.6964,-78.1636
Ivanhoe,MN,Lincoln,56142,507,CST,44.461,-96.2464
Ivanhoe,TX,Fannin,75447,903,CST,33.6814,-96.1712
Ivanhoe,CA,Tulare,93235,559,PST,36.3699,-119.21
Ivel,KY,Floyd,41642,606,EST,37.5986,-82.6604
Ivesdale,IL,Champaign,61851,217,CST,39.9439,-88.4562
Ivins,UT,Washington,84738,435,MST,37.1663,-113.666
Ivor,VA,Southampton,23866,757,EST,36.9138,-76.8769
Ivoryton,CT,Middlesex,6442,860,EST,41.3449,-72.4446
Ivy,VA,Albemarle,22945,434,EST,38.0564,-78.5969
Ivydale,WV,Clay,25113,304,EST,38.5296,-81.0329
Ixonia,WI,Jefferson,53036,920,CST,43.1358,-88.5832
J Jill,NH,Belknap,3298,603,EST,43.6372,-71.5294
J Jill,NH,Belknap,3299,603,EST,43.6372,-71.5294
Jachin,AL,Choctaw,36910,205,CST,32.2392,-88.221
Jack,AL,Coffee,36346,334,CST,31.5739,-86.0003
Jackhorn,KY,Letcher,41825,606,EST,37.1687,-82.6894
Jackman,ME,Somerset,4945,207,EST,45.4085,-70.2428
Jackpot,NV,Elko,89825,775,PST,41.7008,-115.194
Jacks Creek,TN,Chester,38347,731,CST,35.4863,-88.4992
Jacksboro,TN,Campbell,37757,423,EST,36.3325,-84.1815
Jacksboro,TX,Jack,76458,940,CST,33.306,-98.1556
Jackson,PA,Susquehanna,18825,570,EST,41.8699,-75.6103
Jackson,NJ,Ocean,8527,732,EST,40.1068,-74.341
Jackson,NH,Carroll,3846,603,EST,44.1841,-71.1887
Jackson,MS,Hinds,39201,601,CST,32.2958,-90.1852
Jackson,MS,Hinds,39202,601,CST,32.3101,-90.1779
Jackson,MS,Hinds,39203,601,CST,32.308,-90.2003
Jackson,MS,Hinds,39204,601,CST,32.2827,-90.232
Jackson,MS,Hinds,39205,601,CST,32.3023,-90.1816
Jackson,MS,Hinds,39206,601,CST,32.3683,-90.1729
Jackson,MS,Hinds,39207,601,CST,32.3089,-90.2006
Jackson,MS,Hinds,39209,601,CST,32.3216,-90.2551
Jackson,MS,Hinds,39210,601,CST,32.2759,-90.219
Jackson,MS,Hinds,39211,601,CST,32.3717,-90.1275
Jackson,MS,Hinds,39212,601,CST,32.244,-90.2646
Jackson,MS,Hinds,39213,601,CST,32.3494,-90.2173
Jackson,MS,Hinds,39215,601,CST,32.2986,-90.1847
Jackson,MS,Hinds,39216,601,CST,32.3383,-90.1641
Jackson,MS,Hinds,39217,601,CST,32.2892,-90.1841
Jackson,MS,Hinds,39225,601,CST,32.2898,-90.1848
Jackson,MS,Rankin,39232,601,CST,32.2898,-90.1841
Jackson,MS,Hinds,39235,601,CST,32.2814,-90.2337
Jackson,MS,Hinds,39236,601,CST,32.3628,-90.1459
Jackson,MS,Hinds,39250,601,CST,32.2897,-90.1843
Jackson,MS,Hinds,39269,601,CST,32.3008,-90.1885
Jackson,MS,Hinds,39271,601,CST,32.29,-90.1846
Jackson,MS,Hinds,39282,601,CST,32.2539,-90.2501
Jackson,MS,Hinds,39283,601,CST,32.3675,-90.2277
Jackson,MS,Hinds,39284,601,CST,32.2725,-90.216
Jackson,MS,Hinds,39286,601,CST,32.3509,-90.1765
Jackson,MS,Rankin,39288,601,CST,32.2993,-90.1427
Jackson,MS,Hinds,39289,601,CST,32.3858,-90.275
Jackson,MS,Hinds,39296,601,CST,32.3425,-90.1626
Jackson,MS,Rankin,39298,601,CST,32.3205,-90.2076
Jackson,TN,Madison,38301,731,CST,35.6108,-88.8189
Jackson,TN,Madison,38302,731,CST,35.5941,-88.8583
Jackson,TN,Madison,38303,731,CST,35.6374,-88.8247
Jackson,TN,Madison,38305,731,CST,35.6832,-88.824
Jackson,TN,Madison,38308,731,CST,35.5949,-88.819
Jackson,NC,Northampton,27845,252,EST,36.3901,-77.4831
Jackson,MI,Jackson,49201,517,EST,42.2453,-84.3831
Jackson,MI,Jackson,49202,517,EST,42.2637,-84.4127
Jackson,MI,Jackson,49203,517,EST,42.2254,-84.4087
Jackson,MI,Jackson,49204,517,EST,42.3309,-84.5157
Jackson,GA,Butts,30233,770,EST,33.2919,-83.9658
Jackson,AL,Clarke,36545,251,CST,31.5256,-87.8902
Jackson,OH,Jackson,45640,740,EST,39.0325,-82.6476
Jackson,KY,Breathitt,41307,606,EST,37.5531,-83.3836
Jackson,KY,Breathitt,41339,606,EST,37.5608,-83.4382
Jackson,SC,Aiken,29831,803,EST,33.3467,-81.8079
Jackson,MN,Jackson,56143,507,CST,43.6221,-94.9906
Jackson,LA,East Feliciana,70748,225,CST,30.8146,-91.2125
Jackson,WI,Washington,53037,262,CST,43.3199,-88.163
Jackson,WY,Teton,83001,307,MST,43.4843,-110.798
Jackson,WY,Teton,83002,307,MST,43.48,-110.762
Jackson,MT,Beaverhead,59736,406,MST,45.3953,-113.457
Jackson,NE,Dakota,68743,402,CST,42.4642,-96.58
Jackson,MO,Cape Girardeau,63755,573,CST,37.382,-89.6612
Jackson,CA,Amador,95642,209,PST,38.3618,-120.741
Jackson,CA,Amador,95654,209,PST,38.3489,-120.773
Jackson Center,PA,Mercer,16133,724,EST,41.2785,-80.0868
Jackson Center,OH,Shelby,45334,937,EST,40.4425,-84.0443
Jackson Heights,NY,Queens,11372,718,EST,40.7514,-73.8838
Jackson Springs,NC,Moore,27281,910,EST,35.2203,-79.6108
Jacksonboro,SC,Colleton,29452,843,EST,32.77,-80.4547
Jacksonburg,WV,Wetzel,26377,304,EST,39.4985,-80.6422
Jacksonport,AR,Jackson,72075,870,CST,35.6378,-91.1931
Jacksons Gap,AL,Tallapoosa,36861,256,CST,32.8815,-85.8263
Jacksontown,OH,Licking,43030,740,EST,39.96,-82.4146
Jacksonville,NY,Tompkins,14854,607,EST,42.5052,-76.6088
Jacksonville,VT,Windham,5342,802,EST,42.7692,-72.799
Jacksonville,GA,Telfair,31544,229,EST,31.8369,-82.9503
Jacksonville,FL,Duval,32099,904,EST,30.3355,-81.7711
Jacksonville,FL,Duval,32201,904,EST,30.2738,-81.7635
Jacksonville,FL,Duval,32202,904,EST,30.3284,-81.6519
Jacksonville,FL,Duval,32203,904,EST,30.3385,-81.6709
Jacksonville,FL,Duval,32204,904,EST,30.3241,-81.6809
Jacksonville,FL,Duval,32205,904,EST,30.3056,-81.7268
Jacksonville,FL,Duval,32206,904,EST,30.3518,-81.6463
Jacksonville,FL,Duval,32207,904,EST,30.2928,-81.6308
Jacksonville,FL,Duval,32208,904,EST,30.3913,-81.6841
Jacksonville,FL,Duval,32209,904,EST,30.3566,-81.6955
Jacksonville,FL,Duval,32210,904,EST,30.2631,-81.7483
Jacksonville,FL,Duval,32211,904,EST,30.3323,-81.5806
Jacksonville,FL,Duval,32212,904,EST,30.2139,-81.6915
Jacksonville,FL,Duval,32214,904,EST,30.2187,-81.687
Jacksonville,FL,Duval,32215,904,EST,30.2382,-81.8741
Jacksonville,FL,Duval,32216,904,EST,30.2783,-81.5821
Jacksonville,FL,Duval,32217,904,EST,30.2378,-81.6159
Jacksonville,FL,Duval,32218,904,EST,30.4631,-81.6258
Jacksonville,FL,Duval,32219,904,EST,30.4239,-81.8061
Jacksonville,FL,Duval,32220,904,EST,30.3309,-81.8139
Jacksonville,FL,Duval,32221,904,EST,30.2923,-81.814
Jacksonville,FL,Duval,32222,904,EST,30.2258,-81.8157
Jacksonville,FL,Duval,32223,904,EST,30.1575,-81.6247
Jacksonville,FL,Duval,32224,904,EST,30.2764,-81.4609
Jacksonville,FL,Duval,32225,904,EST,30.3505,-81.5024
Jacksonville,FL,Duval,32226,904,EST,30.4686,-81.5476
Jacksonville,FL,Duval,32227,904,EST,30.3823,-81.4043
Jacksonville,FL,Duval,32228,904,EST,30.3887,-81.4324
Jacksonville,FL,Duval,32229,904,EST,30.4111,-81.5782
Jacksonville,FL,Duval,32230,904,EST,30.2908,-81.4016
Jacksonville,FL,Duval,32231,904,EST,30.292,-81.6348
Jacksonville,FL,Duval,32232,904,EST,30.292,-81.6349
Jacksonville,FL,Duval,32234,904,EST,30.2177,-81.9964
Jacksonville,FL,Duval,32235,904,EST,30.2927,-81.6354
Jacksonville,FL,Duval,32236,904,EST,30.3059,-81.7291
Jacksonville,FL,Duval,32237,904,EST,30.2404,-81.6191
Jacksonville,FL,Duval,32238,904,EST,30.2185,-81.7612
Jacksonville,FL,Duval,32239,904,EST,30.3335,-81.5811
Jacksonville,FL,Duval,32240,904,EST,30.2787,-81.4112
Jacksonville,FL,Duval,32241,904,EST,30.1714,-81.6288
Jacksonville,FL,Duval,32244,904,EST,30.2254,-81.7579
Jacksonville,FL,Duval,32245,904,EST,30.2482,-81.5525
Jacksonville,FL,Duval,32246,904,EST,30.3034,-81.5127
Jacksonville,FL,Duval,32247,904,EST,30.299,-81.6353
Jacksonville,FL,Duval,32254,904,EST,30.3365,-81.7315
Jacksonville,FL,Duval,32255,904,EST,30.2834,-81.547
Jacksonville,FL,Duval,32256,904,EST,30.1911,-81.4931
Jacksonville,FL,Duval,32257,904,EST,30.1917,-81.6035
Jacksonville,FL,Duval,32258,904,EST,30.1376,-81.5428
Jacksonville,FL,Saint Johns,32259,904,EST,30.0912,-81.6257
Jacksonville,FL,Saint Johns,32260,904,EST,30.0766,-81.5805
Jacksonville,FL,Duval,32267,904,EST,30.3798,-81.4141
Jacksonville,FL,Duval,32276,904,EST,30.3252,-81.6595
Jacksonville,FL,Duval,32277,904,EST,30.3614,-81.5818
Jacksonville,FL,Duval,32290,904,EST,30.3319,-81.6558
Jacksonville,NC,Onslow,28540,910,EST,34.7662,-77.4335
Jacksonville,NC,Onslow,28541,910,EST,34.7644,-77.4041
Jacksonville,NC,Onslow,28545,910,EST,34.6856,-77.3422
Jacksonville,NC,Onslow,28546,910,EST,34.7743,-77.3802
Jacksonville,AL,Calhoun,36265,256,CST,33.8297,-85.7759
Jacksonville,OH,Athens,45740,740,EST,39.4761,-82.079
Jacksonville,TX,Cherokee,75766,936,CST,31.9501,-95.2575
Jacksonville,IL,Morgan,62650,217,CST,39.7442,-90.2647
Jacksonville,IL,Morgan,62651,217,CST,39.728,-90.2651
Jacksonville,AR,Pulaski,72076,501,CST,34.9192,-92.153
Jacksonville,AR,Pulaski,72078,501,CST,34.8676,-92.1221
Jacksonville,AR,Pulaski,72099,501,CST,34.891,-92.1588
Jacksonville,MO,Randolph,65260,660,CST,39.5791,-92.4191
Jacksonville,OR,Jackson,97530,541,PST,42.1862,-123.057
Jacksonville Beach,FL,Duval,32250,904,EST,30.2812,-81.4168
Jacob,IL,Jackson,62950,618,CST,37.7478,-89.5494
Jacobs Creek,PA,Westmoreland,15448,724,EST,40.133,-79.7419
Jacobsburg,OH,Belmont,43933,740,EST,39.9584,-80.8776
Jacobson,MN,Itasca,55752,218,CST,46.9414,-93.3135
Jacobus,PA,York,17407,717,EST,39.938,-76.6661
Jacumba,CA,San Diego,91934,619,PST,32.6179,-116.187
Jadwin,MO,Dent,65501,573,CST,37.4636,-91.5092
Jaffrey,NH,Cheshire,3452,603,EST,42.8158,-72.032
Jakin,GA,Early,31761,229,EST,31.1863,-85.0034
Jakin,GA,Early,39861,229,,31.1863,-85.0034
Jal,NM,Lea,88252,505,MST,32.1122,-103.195
Jamaica,VA,Middlesex,23079,804,EST,37.725,-76.692
Jamaica,NY,Queens,11405,718,EST,40.6986,-73.7873
Jamaica,NY,Queens,11424,718,EST,40.7088,-73.8287
Jamaica,NY,Queens,11425,718,EST,40.6768,-73.7731
Jamaica,NY,Queens,11430,718,EST,40.6634,-73.8094
Jamaica,NY,Queens,11431,718,EST,40.7154,-73.7933
Jamaica,NY,Queens,11432,718,EST,40.7147,-73.7941
Jamaica,NY,Queens,11433,718,EST,40.6973,-73.789
Jamaica,NY,Queens,11434,718,EST,40.6762,-73.7769
Jamaica,NY,Queens,11435,718,EST,40.7007,-73.8098
Jamaica,NY,Queens,11436,718,EST,40.6758,-73.797
Jamaica,NY,Queens,11439,718,EST,40.7198,-73.7907
Jamaica,NY,Queens,11451,718,EST,40.7008,-73.7997
Jamaica,NY,Queens,11484,718,EST,40.6627,-73.7364
Jamaica,NY,Queens,11499,718,EST,40.6479,-73.7871
Jamaica,VT,Windham,5343,802,EST,43.1044,-72.8072
Jamaica,IA,Guthrie,50128,641,CST,41.8344,-94.3383
Jamaica Plain,MA,Suffolk,2130,617,EST,42.2947,-71.1305
James City,PA,Elk,16734,814,EST,41.5491,-78.8808
James Creek,PA,Huntingdon,16657,814,EST,40.3389,-78.1858
Jamesburg,NJ,Middlesex,8831,732,EST,40.3457,-74.4203
Jameson,MO,Daviess,64647,660,CST,40.0091,-93.9631
Jamesport,NY,Suffolk,11947,631,EST,40.9436,-72.5826
Jamesport,MO,Daviess,64648,660,CST,40.0106,-93.7898
Jamestown,NY,Chautauqua,14701,716,EST,42.095,-79.2532
Jamestown,NY,Chautauqua,14702,716,EST,42.0969,-79.2355
Jamestown,NY,Chautauqua,14703,716,EST,42.0968,-79.2365
Jamestown,NY,Chautauqua,14704,716,EST,42.0968,-79.2365
Jamestown,RI,Newport,2835,401,EST,41.5358,-71.3763
Jamestown,PA,Mercer,16134,724,EST,41.4979,-80.449
Jamestown,KY,Russell,42629,270,CST,36.9494,-85.0948
Jamestown,TN,Fentress,38556,931,CST,36.4141,-84.9341
Jamestown,NC,Guilford,27282,336,EST,35.9998,-79.9305
Jamestown,OH,Greene,45335,937,EST,39.6364,-83.7487
Jamestown,MI,Ottawa,49427,616,EST,42.8271,-85.8434
Jamestown,IN,Boone,46147,765,EST,39.9741,-86.6379
Jamestown,ND,Stutsman,58401,701,CST,46.9213,-98.7106
Jamestown,ND,Stutsman,58402,701,CST,46.9047,-98.7335
Jamestown,ND,Stutsman,58405,701,CST,46.9101,-98.6982
Jamestown,SC,Berkeley,29453,843,EST,33.1966,-79.6935
Jamestown,LA,Bienville,71045,318,CST,32.3778,-93.1834
Jamestown,KS,Cloud,66948,785,CST,39.5994,-97.8611
Jamestown,TX,Newton,75977,409,CST,31.0776,-93.8079
Jamestown,MO,Moniteau,65046,660,CST,38.792,-92.4838
Jamestown,CO,Boulder,80455,303,MST,40.0998,-105.406
Jamestown,NM,McKinley,87347,505,MST,35.4314,-108.726
Jamestown,CA,Tuolumne,95327,209,PST,37.9198,-120.438
Jamesville,NY,Onondaga,13078,315,EST,42.9674,-76.0607
Jamesville,VA,Northampton,23398,757,EST,37.5083,-75.8704
Jamesville,NC,Martin,27846,252,EST,35.8134,-76.9052
Jamieson,OR,Malheur,97909,541,MST,44.2216,-117.487
Jamison,PA,Bucks,18929,215,EST,40.2528,-75.0849
Jamul,CA,San Diego,91935,619,PST,32.6886,-116.813
Jane Lew,WV,Lewis,26378,304,EST,39.1157,-80.4348
Janesville,WI,Rock,53542,608,CST,42.6828,-89.0186
Janesville,WI,Rock,53545,608,CST,42.6885,-89.0524
Janesville,WI,Rock,53546,608,CST,42.6692,-88.9926
Janesville,WI,Rock,53547,608,CST,42.7052,-89.0057
Janesville,MN,Waseca,56048,507,CST,44.1163,-93.7078
Janesville,IA,Bremer,50647,319,CST,42.6347,-92.4949
Janesville,IL,Cumberland,62435,217,CST,39.3741,-88.2436
Janesville,CA,Lassen,96114,530,PST,40.2846,-120.476
Jansen,NE,Jefferson,68377,402,CST,40.2016,-97.0268
Jarales,NM,Valencia,87023,505,MST,34.6004,-106.761
Jarbidge,NV,Elko,89826,775,PST,41.852,-115.417
Jaroso,CO,Costilla,81138,719,MST,37.0028,-105.624
Jarratt,VA,Greensville,23867,434,EST,36.8149,-77.4724
Jarratt,VA,Greensville,23870,434,EST,36.8158,-77.4701
Jarreau,LA,Pointe Coupee,70749,225,CST,30.6286,-91.4328
Jarrell,TX,Williamson,76537,512,CST,30.7889,-97.606
Jarrettsville,MD,Harford,21084,410,EST,39.6122,-76.4722
Jarvisburg,NC,Currituck,27947,252,EST,36.1743,-75.8524
Jasonville,IN,Greene,47438,812,EST,39.1643,-87.1984
Jasper,NY,Steuben,14855,607,EST,42.1032,-77.5317
Jasper,AL,Walker,35501,205,CST,33.8427,-87.2738
Jasper,AL,Walker,35502,205,CST,33.8311,-87.2775
Jasper,AL,Walker,35503,205,CST,33.9325,-87.312
Jasper,AL,Walker,35504,205,CST,33.8904,-87.1927
Jasper,FL,Hamilton,32052,386,EST,30.5197,-82.951
Jasper,IN,Dubois,47546,812,EST,38.3957,-86.9333
Jasper,IN,Dubois,47547,812,EST,38.4201,-86.9666
Jasper,IN,Dubois,47549,812,EST,38.3912,-86.9576
Jasper,MI,Lenawee,49248,517,EST,41.7696,-84.0082
Jasper,GA,Pickens,30143,706,EST,34.4589,-84.5041
Jasper,OH,Pike,45642,740,EST,39.0476,-83.0524
Jasper,MO,Jasper,64755,417,CST,37.3278,-94.3023
Jasper,TN,Marion,37347,423,CST,35.0693,-85.6023
Jasper,MN,Rock,56144,507,CST,43.8567,-96.3944
Jasper,AR,Newton,72641,870,CST,36.0062,-93.203
Jasper,TX,Jasper,75951,409,CST,30.9353,-94.0166
Java,VA,Pittsylvania,24565,434,EST,36.8628,-79.1856
Java,SD,Walworth,57452,605,CST,45.4199,-99.8091
Java Center,NY,Wyoming,14082,585,EST,42.6559,-78.3826
Java Village,NY,Wyoming,14083,585,EST,42.6721,-78.4311
Jay,NY,Essex,12941,518,EST,44.3535,-73.7141
Jay,ME,Franklin,4239,207,EST,44.4842,-70.1938
Jay,FL,Santa Rosa,32565,850,CST,30.9162,-87.1451
Jay,OK,Delaware,74346,918,CST,36.4188,-94.7971
Jay Em,WY,Goshen,82219,307,MST,42.3854,-104.333
Jayton,TX,Kent,79528,806,CST,33.2636,-100.585
Jayuya,PR,Jayuya,664,787,EST+1,18.2198,-66.5929
Jean,NV,Clark,89026,702,PST,35.7789,-115.323
Jeanerette,LA,Iberia,70544,337,CST,29.9151,-91.6721
Jeannette,PA,Westmoreland,15644,724,EST,40.3303,-79.6134
Jeddo,MI,Saint Clair,48032,810,EST,43.129,-82.5681
Jeff,KY,Perry,41751,606,EST,37.2068,-83.1877
Jeffers,MN,Cottonwood,56145,507,CST,44.0579,-95.1947
Jefferson,NH,Coos,3583,603,EST,44.3951,-71.4337
Jefferson,PA,Greene,15344,724,EST,39.9185,-80.0568
Jefferson,NY,Schoharie,12093,607,EST,42.5248,-74.613
Jefferson,NC,Ashe,28640,336,EST,36.4091,-81.4105
Jefferson,MA,Worcester,1522,508,EST,42.3741,-71.8687
Jefferson,GA,Jackson,30549,706,EST,34.1123,-83.5782
Jefferson,MD,Frederick,21755,301,EST,39.3676,-77.566
Jefferson,ME,Lincoln,4348,207,EST,44.183,-69.4915
Jefferson,WI,Jefferson,53549,920,CST,43.0019,-88.8048
Jefferson,IA,Greene,50129,515,CST,42.032,-94.4053
Jefferson,AL,Marengo,36745,334,CST,32.3857,-87.9022
Jefferson,OH,Ashtabula,44047,440,EST,41.6968,-80.7187
Jefferson,SC,Chesterfield,29718,843,EST,34.5863,-80.4197
Jefferson,SD,Union,57038,605,CST,42.5747,-96.5409
Jefferson,TX,Marion,75657,903,CST,32.8111,-94.3841
Jefferson,LA,Jefferson,70121,504,CST,29.9593,-90.1562
Jefferson,AR,Jefferson,72079,501,CST,34.3854,-92.1692
Jefferson,CO,Park,80456,719,MST,39.2843,-105.773
Jefferson,OR,Marion,97352,541,PST,44.7425,-123.022
Jefferson City,TN,Jefferson,37760,865,EST,36.1207,-83.492
Jefferson City,MT,Jefferson,59638,406,MST,46.3817,-112.056
Jefferson City,MO,Cole,65101,573,CST,38.5016,-92.1556
Jefferson City,MO,Cole,65102,573,CST,38.5775,-92.1726
Jefferson City,MO,Cole,65103,573,CST,38.5779,-92.1738
Jefferson City,MO,Cole,65104,573,CST,38.5775,-92.1726
Jefferson City,MO,Cole,65105,573,CST,38.5775,-92.1726
Jefferson City,MO,Cole,65106,573,CST,38.5772,-92.1727
Jefferson City,MO,Cole,65107,573,CST,38.5772,-92.1727
Jefferson City,MO,Cole,65108,573,CST,38.5772,-92.1727
Jefferson City,MO,Cole,65109,573,CST,38.5554,-92.2805
Jefferson City,MO,Cole,65110,573,CST,38.5766,-92.1733
Jefferson City,MO,Cole,65111,573,CST,38.5502,-92.1176
Jefferson Township,NJ,Passaic,7438,973,EST,41.0335,-74.4998
Jefferson Valley,NY,Westchester,10535,914,EST,41.3363,-73.8
Jeffersonton,VA,Culpeper,22724,540,EST,38.6314,-77.9032
Jeffersontown,KY,Jefferson,40269,502,EST,38.1641,-85.5144
Jeffersonville,VT,Lamoille,5464,802,EST,44.664,-72.7849
Jeffersonville,GA,Twiggs,31044,478,EST,32.681,-83.3335
Jeffersonville,NY,Sullivan,12748,845,EST,41.7455,-74.7469
Jeffersonville,OH,Fayette,43128,740,EST,39.6592,-83.575
Jeffersonville,IN,Clark,47129,812,EST,38.3109,-85.7694
Jeffersonville,IN,Clark,47130,812,EST,38.3211,-85.6984
Jeffersonville,IN,Clark,47131,812,EST,38.3398,-85.7019
Jeffersonville,IN,Clark,47132,812,EST,38.2868,-85.733
Jeffersonville,IN,Clark,47133,812,EST,38.2868,-85.733
Jeffersonville,IN,Clark,47134,812,EST,38.2868,-85.733
Jeffersonville,IN,Clark,47144,812,EST,38.3301,-85.7119
Jeffersonville,IN,Clark,47199,812,EST,38.2868,-85.733
Jeffersonville,KY,Montgomery,40337,859,EST,37.9515,-83.8621
Jeffrey,WV,Boone,25114,304,EST,37.9599,-81.812
Jeffrey City,WY,Fremont,82310,307,MST,42.5139,-107.891
Jekyll Island,GA,Glynn,31527,912,EST,31.06,-81.4177
Jellico,TN,Campbell,37762,423,EST,36.581,-84.1263
Jelm,WY,Albany,82063,307,MST,41.0576,-106.024
Jemez Pueblo,NM,Sandoval,87024,505,MST,35.6078,-106.742
Jemez Springs,NM,Sandoval,87025,505,MST,35.7642,-106.921
Jemison,AL,Chilton,35085,205,CST,32.9892,-86.677
Jena,LA,La Salle,71342,318,CST,31.6759,-92.1204
Jenera,OH,Hancock,45841,419,EST,40.8862,-83.7229
Jenison,MI,Ottawa,49428,616,EST,42.9067,-85.8284
Jenison,MI,Ottawa,49429,616,EST,42.8935,-85.8314
Jenkinjones,WV,McDowell,24848,304,EST,37.2936,-81.4261
Jenkins,KY,Letcher,41537,606,EST,37.1762,-82.6418
Jenkins,MN,Crow Wing,56456,218,CST,46.6501,-94.3349
Jenkins Bridge,VA,Accomack,23399,757,EST,37.9156,-75.633
Jenkinsburg,GA,Butts,30234,770,EST,33.3245,-84.0339
Jenkinsville,SC,Fairfield,29065,803,EST,34.2462,-81.2648
Jenkintown,PA,Montgomery,19046,215,EST,40.1044,-75.1107
Jenks,OK,Tulsa,74037,918,CST,36.0114,-95.9779
